,pathway_BLTL,pval,padj_BLTL,ES_BLTL,NES_BLTL,nMoreExtreme_BLTL,size_BLTL,leadingEdgeA_BLTL,pathway_LoM,pval_LoM,padj_LoM,ES_LoM,NES_LoM,nMoreExtreme_LoM,size_LoM,leadingEdge_LoM
92,GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.000113585,0.007613499,0.286540747,2.595574515,0,241,"IFIT1,DDX58,HERC5,USP18,IFIH1,PLSCR1,CXCL10,RSAD2,NMI,PARP9,IRF7,DTX3L,PTN,DDX60,IFI16,STAT1,TNFAIP6,GREM1,CCL2,MDK,IFNB1,PARP14,DHX58,STAP1,ACE2,ZBP1,TRIM6,PSMB9,SPP1,ADAR,MYD88,TREX1,SOCS1,TLR3,PSMB8,CXCL8,LGALS9,PSMA4,IL27,UBE2D1,PSMA6,IGF1,FKBP1B,MNDA,LY96,TRIM5,APOBEC3G,PSME2,APOBEC3F,NR1D2,ACOD1,TRIM38,TICAM2,PTGS2,SELENOS,PSMD8,WDFY1,CGAS,RICTOR,PSMA2,CCR1,IL6",GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.001004016,0.089541483,0.365944977,2.220886304,0,162,"ZBP1,PSMB9,IRF7,RSAD2,IFIT1,LGALS9,CCL19,PSMB8,CXCL8,USP18,NLRC5,CCL5,FGA,IFNB1,TREX1,AIM2,DDX58,HERC5,IFIH1,C2CD4A,STAT1,SOCS1,PSMB10,HLA-F,TNFSF14,BIRC3,DTX3L,PARP9,MUC4,PARP14,DHX58,PLSCR1,DDX60,IRF1,SAA1,APOBEC3G,UNC93B1,LAG3,ZC3H12A,CCL7,SOCS3,FGG,SPINK5,SELE,IDO1,CXCL10,CXCL17,CCL3,APOBEC3F,NMI,CSF1,HLA-G,SERPINF2,SEMA6B,F3,RELB,CX3CL1,HLA-E,CCL2,PRKD2,ADAR,ACE2,SAMHD1,SFTPA2,SBNO2,MMP3,MYD88,TLR3,TNIP3,MICB,IKBKE,IL27,C3,DMBT1,C1QTNF1,MUC1,SERPING1,CEACAM1,RASGRP1,LTF,PTGS2,PSME2,FFAR3,TRAFD1,IL15,NUPR1,MUC21,PSME1,TRADD,CCL21,CXCL6,FFAR2,IFI16,TRIM38,TNIP1,SERPINE1,IL23A,C2CD4B,TNF,NFKBIA,DUOXA1,MUC5AC,TICAM1,THBS1"
93,GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,0.000138889,0.007613499,0.417818916,2.58861025,0,53,"CMPK2,CXCL10,CHMP5,IL1RN,CCL2,STAP1,CXCL11,CD274,MYD88,CXCL3,CXCL8,LY96,TRIM5,ACOD1,CD80,CXCL2,TICAM2,SELENOS,LCN2,IL6,CDC73,CXCL5,PDE4D",GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,0.020833333,0.292254704,0.330116676,1.649048929,18,49,"CMPK2,CXCL1,CXCL8,CCL5,CXCL2,LCN2,CXCL3,CSF3,ZC3H12A,CXCL10,CCL3,CXCL11,CX3CL1,CCL2,SBNO2,MYD88,TNIP3,ZFP36,IL1RN,LTF,ASS1,CXCL6,SERPINE1,TNF,CD40,NFKBIA,TICAM1,NFKBIB,IRAK2,CEBPB,IL24,ANKRD1,STAP1,CARD16,CXCL9,ACOD1,RIPK2,LBP"
94,GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.000157183,0.007613499,0.598873548,2.584954717,0,19,"DDX58,RSAD2,BST2,IFNB1,TRIM6,B2M,IFNA2,TLR3,NR4A3,IL6,FFAR2",GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.002541296,0.106791497,0.484977563,1.902623519,1,20,"RSAD2,BST2,IFNB1,DDX58,HLA-F,JAK3,HMOX1,HLA-G,HLA-E,NR4A3,B2M,TLR3,FFAR3,FFAR2,TNF,TICAM1,TRAF2"
95,GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,0.000141143,0.007613499,0.440265325,2.581288545,0,45,"IFIT5,BST2,IL1RN,TRIM22,SECTM1,MYD88,TLR3,LGALS9,TRIM5,TRIM25,TRIM38,TICAM2,MIER1,UBD,SHISA5,C18orf32,CTH,BIRC3,GJA1,GOLT1B,TNFSF10,DDX21,CCL19,NDFIP2,RBCK1,RIPK2,HTR2B",GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,0.003436426,0.124415888,0.401583281,1.847744256,2,35,"SECTM1,LGALS9,CCL19,BST2,SHISA5,BIRC3,UBD,TRIM22,IFIT5,RBCK1,HMOX1,CX3CL1,TRIM25,MYD88,TLR3,IKBKE,IL1RN,LTF,APOL3,TRADD,CCL21,TRIM38,TNF,CD40,TICAM1,TRAF2"
96,GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,0.000132345,0.007613499,0.369475832,2.568273475,0,78,"DDX58,IFIH1,RSAD2,IRF7,DDX60,IFI16,DHX58,PSMB9,MYD88,TLR3,PSMB8,PSMA4,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,TICAM2,PSMD8,WDFY1,CGAS,PSMA2,PSMA3,FFAR2,AIM2,S100A9,RAB11FIP2,BIRC3,PSMD12,UNC93B1,UBE2D3,MAP2K6,CTSL,PSMB6",GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,0.009750813,0.212019231,0.350630361,1.787208006,8,54,"PSMB9,IRF7,RSAD2,PSMB8,FGA,AIM2,DDX58,IFIH1,PSMB10,BIRC3,MUC4,DHX58,DDX60,IRF1,UNC93B1,FGG,RELB,SFTPA2,MYD88,TLR3,TNIP3,IKBKE,DMBT1,MUC1,LTF,PSME2,MUC21,PSME1,FFAR2,IFI16,TNIP1,NFKBIA,MUC5AC,TICAM1,IRAK2"
97,GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,0.000112448,0.007613499,0.278684019,2.560777557,0,261,"ISG15,USP18,OAS2,PNPT1,DTX3L,ISG20,SLIRP,UBE2L6,PMAIP1,PSMB9,IFI27,RBM7,MYD88,TREX1,MAGOHB,FMR1,ANAPC10,PSMB8,HSPA8,RNF213,PSMA4,UBE2D1,UBE2E1,TRIR,PSMA6,BOLL,ELOC,MAGOH,HELZ2,TRIM25,SUMO2,UBE2B,PSME2,LSM3,TRIM38,ANKIB1,UBD,SELENOS,PYM1,PSMD8,TENT4B,CD2AP,RPL35,MAD2L1,TNPO1,PSMA2,FBXO6,FBXO5,SSB,IL6,RPS27,UCHL3,PSMA3,GTPBP2,RPS26,DNAJB9,RNF19B,HSP90B2P,LSM5,RNASE2,NUB1,HM13,CDC27,CUL5,PSMD12,NEDD8,HPSE,UBA6,RPL36,PML,SGTB,PAIP1,RPL12,DNAJB14,PCNP,UBE2S,UBE2A,RPS2,TOB1,H1-0,RPL37,UBE2D3,SEC61B,CTSL,RPL26,RPL28,PSMB6,TMTC3,CTSC,LSM6,CIDEA,RPL30,PSMB7,RNF217,HMGB2,RPS15,PTTG1,NUDT15,YTHDF3,NDFIP2,USP1,ZC3HAV1,SUMO1,XRN1,KLHL15,RBCK1,RNF5,HNRNPC,UBE2W,RPS11,NUDT12,RIDA,UBE2V2,RNASEH2A,USP42,RNASEH2B,FBXO39,RPS17,RPL27A,RPL38,PSMC3,USP15,CASP3,SOCS6,CDK1,PSMA5,TMF1,TOR1A,CPEB3,SERBP1,PSMD14,PSMD7,KPNB1,PNRC2,SOCS5,PLAA,RBX1,RNF11,ZPR1,SYNCRIP,METTL14,STYX,RPL32,CDC26,EXOSC4,LSM2,DCP1A,IGF2BP3,PSME1,UBE2K,SPOP,USP38,FBXO45,NUPR1,FBXO22,PPP2R2A,UCHL5,RNF149,UBB,YOD1,PSMB3,AEN,TLK2,RPLP1,UBXN2A,CTSK,PDE12,ZMPSTE24,SDF2L1,BIRC2,CLOCK,ZFAND2A,RPL36A,NDFIP1,DICER1,FBXO8,NTAN1,UFL1,XBP1,EXOSC3,PSMC2,PIAS1,EDEM3,USP25,CNOT7,EXOSC5,CNOT4,PSMA7,PSMF1,VPS37A,DHX36,RPL39,CASP8,PSMB10,LAMP2,UBA7,RPL41,UBE3A,PATL1,LSM1",GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,0.001069519,0.089541483,0.407026495,2.128159309,0,62,"ISG15,PSMB9,IFI27,ISG20,HELZ2,PSMB8,UBE2L6,USP18,USP41,OAS2,TREX1,FBXO6,PML,PSMB10,DTX3L,UBD,PATL2,RNF213,ZC3H12A,PNPT1,RBCK1,PLEKHN1,PMAIP1,EGF"
98,GO_PEPTIDE_METABOLIC_PROCESS,0.000119062,0.007613499,0.301293426,2.54884161,0,171,"EIF2AK2,SHFL,MRPS18A,MRPS18C,MRPL22,ACE2,MRPL17,CHAC2,CPEB2,RPL22L1,FMR1,MRPL32,RPL39L,PPA1,BOLL,IGF1,MCTS1,MAGOH,EIF5AL1,PYM1,MRPL36,MRPL18,NDUFA7,GLRX2,RPL35,IL6,SPCS2,GADD45GIP1,RPS27,EEF1E1,MRPL42,MRPS30,GTPBP2,RPS26,CPEB4,MRPS22,MRPL13,RPL26L1,EIF1AY,HM13,MRPL58,MRPL47,RPL36,MRPL1,MRPL46,PAIP1,TRMT112,EIF2S1,RPL12,UHMK1,MTIF3,RPS2,TOB1,RPL37,EIF1AX,RPL26,RPL28,MRPL27,RPL30,RPS15,YTHDF3,PIWIL4,MRPL2,EIF3J,CHCHD1,KBTBD8,MRPL19,RPS27L,XRN1,EIF4E,EIF1B,MRPS28,RBMS3,MRPS36,EIF5A2,RPS11,RIDA,MRPS35,SELENOT,RPS17,RPL27A,RPL38,NAT8,TRMT10C,EIF5A,CASP3,MRPL33,RWDD1,RSL24D1,CPEB3,MRPL3,GAPDH,MALSU1,DNAJC1,MRPL54,SYNCRIP,SRP9,METTL14,QKI,MRPL24,MRPS23,RPL32,PTGES,PURA,DPH6,IGF2BP3,PA2G4,ERAP1,RPS6KB1,BANK1,ATF4,MRPS11,NGF,MRPL14,THBS1,RPL3L,RPLP1,PAIP2,ABCE1,DARS1,ECE2,PRR16,RPL36A,MRPL11,SECISBP2L,TARS1,CALR,RBM3,EIF2S2,MRPS24,CNOT7,LARP4,MTRF1L,MRPS33,DHX36,RPL39,AURKAIP1,MGST2,RPL41",GO_PEPTIDE_METABOLIC_PROCESS,0.041387025,0.379652778,0.3305999,1.580200794,36,40,"CCL5,KRT17,SHFL,TAPBP,BCL3,PATL2,ZC3H12A,PTGES,EIF2AK2,PLEKHN1,WARS1,ACE2,GGT5,CHAC1,ZFP36,ECE2,MOV10,MRPL17,RPL22L1,GTPBP1,TNIP1,TNF,THBS1,DNPEP,NAT8,EIF5A,MRPL14,PTK2B,BOLL,HM13,ERAP2,IL6,GTPBP2"
99,GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,0.000132345,0.007613499,0.365872118,2.543223599,0,78,"CMPK2,CXCL10,CHMP5,IL1RN,CCL2,STAP1,TRIM6,CXCL11,CD274,MYD88,CXCL3,CXCL8,LGALS9,LY96,TRIM5,GCH1,ACOD1,CD80,CXCL2,TICAM2,CNP,PTGS2,SELENOS,VCAM1,LCN2,IL6,CDC73,DCN,CXCL5,GJB2,PDE4D",GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,0.008394544,0.194697447,0.337833879,1.829930996,7,71,"LGALS9,C4B,CMPK2,CXCL1,CXCL8,CCL5,CXCL2,LCN2,CXCL3,JUNB,CSF3,ZC3H12A,PTGES,ALPL,SELE,IDO1,CXCL10,CCL3,CXCL11,CX3CL1,GCH1,CCL2,CNP,FOS,GGT5,SBNO2,MYD88,VCAM1,TNIP3,ZFP36,NOCT,IL1RN,LTF,PTGS2,ASS1,BDKRB1,CLDN1,CXCL6,SERPINE1,TNF,CD40,NFKBIA,TICAM1,NFKBIB,IRAK2,CEBPB,IL24,ANKRD1,STAP1,CARD16"
100,GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.000155087,0.007613499,0.558149838,2.542966953,0,22,"DDX58,RSAD2,BST2,IFNB1,TRIM6,B2M,IFNA2,TLR3,NR4A3,IL6,FFAR2,DENND1B,FFAR3",GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.002541296,0.106791497,0.484977563,1.902623519,1,20,"RSAD2,BST2,IFNB1,DDX58,HLA-F,JAK3,HMOX1,HLA-G,HLA-E,NR4A3,B2M,TLR3,FFAR3,FFAR2,TNF,TICAM1,TRAF2"
101,GO_MITOCHONDRION_ORGANIZATION,0.000124131,0.007613499,0.318667844,2.534007282,0,129,"MX2,MX1,IFIT2,PNPT1,IFI6,SLIRP,PMAIP1,DYNLT1,TMEM11,TIMM10,TOMM5,CISD2,COA4,PRELID1,ATP5MF,HAX1,IGF1,NDUFB3,CNP,SSBP1,ATP5F1C,NDUFA12,TIMM23,CYCS,ATP5PF,NDUFA7,UQCR10,NDUFAF2,NDUFB4,PDCD5,NDUFA6,DCN,NDUFV2,TOMM22,DNAJC19,COX7A2,CHCHD4,NDUFA5,TMEM126B,TNFSF10,NDUFS6,ATP5F1E,NDUFB9,UBE2D3,ATG12,BAG4,TIMM8B,MAIP1,NDUFS4,NDUFA9,COX17,MTFP1,NDUFB10,GZMB,NDUFA8,STAT2,NDUFB1,NDUFS5,ATG3,NDUFB8,SLC25A46,PET100,ATF2,HIGD1A,DNAJC15,OPTN,BAK1,BID,BLOC1S2,NDUFB7,HIF1A,SDHAF3,TFAM,ATP5PD,SOD2,NDUFAF4,NDUFA3,NDUFA1,FIS1,NDUFA13,RB1CC1,PHB",GO_MITOCHONDRION_ORGANIZATION,0.021028037,0.293212593,0.395120349,1.728722429,17,29,"IFI6,MX2,MX1,IFIT2,TYMP,PNPT1,SFN,PMAIP1,HK2,STAT2,CNP"
102,GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,0.000149298,0.007613499,0.48863833,2.511591972,0,31,"BST2,NMI,IFI16,IFNB1,PARP14,DHX58,IFNL1,ADAR,TREX1,IFNA2,LGALS9,ACOD1,SELENOS,SAMSN1",GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,0.001168224,0.089541483,0.548231381,2.398610666,0,29,"IFNL1,LGALS9,BST2,NLRC5,IFNB1,TREX1,HLA-F,PARP14,DHX58,JAK3,ZC3H12A,SPINK5,HMOX1,NMI,HLA-G,PDCD1,HLA-E,ADAR,SAMHD1"
103,GO_CHEMOKINE_RECEPTOR_BINDING,0.000303214,0.011218921,0.50902789,2.499988522,1,27,"CXCL10,CCL8,CCL11,STAT1,CCL2,CXCL11,CXCL3,CXCL8,DEFB1,CXCL2,CCL25,CXCL5,DEFB4A,CCL19,CCL20,CCL13,CCL7,CXCL13",GO_CHEMOKINE_RECEPTOR_BINDING,0.001239157,0.089541483,0.572438896,2.336809264,0,23,"CCL19,CXCL1,CXCL8,CCL5,CXCL2,CCL8,CXCL3,STAT1,CCL7,CXCL10,CCL3,CXCL11,CCL13,CX3CL1,CCL2"
104,GO_INFLAMMATORY_RESPONSE,0.000120062,0.007613499,0.299454175,2.486910525,0,157,"USP18,PLSCR1,CXCL10,CCL8,NMI,CCL11,PTN,IL1RN,IFI16,NAMPT,TNFAIP6,CCL2,MDK,STAP1,ACE2,CXCL11,SPP1,MYD88,TREX1,IFNA2,ORM2,CXCL3,TLR3,CXCL8,LGALS9,IL27,PSMA6,IGF1,LY96,NR1D2,ACOD1,CXCL2,TICAM2,PTGS2,SELENOS,IL1RAP,VCAM1,RICTOR,ORM1,CCR1,IL6,CCL25,FFAR2,AIM2,S100A9,CXCL5,OSM,TMIGD3,FPR3,BIRC3,LILRA5,IL6ST,THEMIS2,APOL2,JAK2,FFAR3",GO_INFLAMMATORY_RESPONSE,0.001012146,0.089541483,0.350961393,2.089843473,0,136,"ACKR1,LGALS9,C4B,CCL19,CXCL1,CXCL8,USP18,CCL5,C4A,CXCL2,TREX1,AIM2,CCL8,CXCL3,C2CD4A,BIRC3,PLSCR1,SAA1,SERPINA3,ELF3,TIMP1,ZC3H12A,ORM1,CCL7,SAA2,SOCS3,PTGES,SELE,IDO1,CXCL10,CXCL17,CCL3,HMOX1,CXCL11,NMI,CSF1,SERPINF2,F3,RELB,CCL13,CX3CL1,HLA-E,CCL2,FOS,APOL2,ACE2,GSDMD,GGT5,HP,SBNO2,MMP3,MYD88,TLR3,VCAM1,TNIP3,NAMPT,AGTR2,IL27,CHI3L1,C3,RASGRP1,IL1RN,PTGS2,APOL3,FFAR3,ASS1,BDKRB1,IL15,NUPR1,TRADD,CCL21,CXCL6,CIITA,FFAR2,IFI16,ORM2,PLA2G4C,TNIP1,SERPINE1,CCL20,IL23A,C2CD4B,TNF,CD40,NFKBIA,DUOXA1"
105,GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.000122249,0.007613499,0.305689536,2.473264742,0,138,"BST2,TNFAIP6,MDK,IFNA5,DYNLT1,IFNB1,IFNA1,IFNA21,DYNLL1,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,IFNA14,B2M,TREX1,IFNA2,ORM2,HSPA8,LGALS9,IL27,TNFSF18,IFNA16,IFNA6,MNDA,SCAMP1,IFNA4,IFNW1,CD80,NR4A3,TICAM2,LCN2,RIF1,PSMA2,ORM1,PLAC8,IL6,NME2,SHLD3,S100A9,FCGR3B,RNASE2,NBN,CD63,GCA,RETN,PSMD12,HPSE,CEACAM1,LAMTOR2,RAB5C,CTSC,CD68,TYROBP,CCL19,PSMB7,CYSTM1,PRG2,RAB18,RIPK2,GPR84,PRDX4,BPI,PSMC3,RAB10,RORA,PTX3,PSMA5,HMOX2,MAD2L2,CD47,PSMD14,PSMD7,KPNB1,SOCS5,DYNC1LI1,EXO1,RAP1B,RC3H2,CD86,IL10,GOLGA7,PA2G4,S100A8,CYBA,GPR183,FPR1",GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.004145078,0.138168869,0.333707858,1.84544119,3,78,"CD177,PLA2G3,IFNL1,LGALS9,CCL19,CXCL1,BST2,IFNB1,TREX1,LCN2,HLA-F,HLA-H,BATF,JAK3,SERPINA3,LRG1,BCL3,S100P,ZC3H12A,ORM1,CCL3,HMOX1,PRSS2,MVP,RELB,NR4A3,GSDMD,B2M,HP,SBNO2,IFNE,HSPA6,IL27,CHI3L1,C3,CEACAM1,RASGRP1,LTF,PKP1,CEACAM6"
106,GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,0.000150173,0.007613499,0.496429751,2.471101505,0,28,"MDK,IFNB1,IFNL1,CD274,SOCS1,IFNA2,LGALS9,MNDA,CD80,SOX11,ID2,SAMSN1,TWSG1,CEACAM1,TYROBP,LAG3,CASP3,SOCS6,SOCS5,RC3H2,CBFB,CD86,IL10,BANK1",GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,0.006195787,0.165808788,0.47452945,1.93712346,4,23,"IFNL1,LGALS9,IFNB1,SOCS1,HLA-F,JAK3,IRF1,LAG3,ZC3H12A,IDO1,HLA-G"
107,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,0.0001468,0.007613499,0.457545306,2.460280403,0,35,"PSMB9,B2M,PSMB8,PSMA4,PSMA6,PSME2,SEC24A,TAP2,PSMD8,FCGR1A,PSMA2,FCGR1B,PSMA3,PSMD12,SEC22B,PSMB6,PSMB7,TAP1,PSMC3,PSMA5,PSMD14,PSMD7,SEC23A,PSME1,ERAP1,CYBA,PSMB3,IFI30,PSMC2,CALR,PSMA7,TAPBPL,PSMF1,PSMB10",GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,0.001273885,0.089541483,0.509988252,1.970018818,0,19,"PSMB9,PSMB8,TAP1,TAP2,PSMB10,HLA-F,HLA-H,TAPBP,HLA-G,HLA-E,B2M,MICB"
108,GO_REGULATION_OF_HEMOPOIESIS,0.000255037,0.010267766,0.32729362,2.455758564,1,103,"ISG15,EIF2AK2,IRF7,PTN,STAT1,MDK,IFNB1,IFNL1,PSMB9,SOCS1,PRELID1,IFNA2,TLR3,PSMB8,LGALS9,PSMA4,NME1,IL27,HAX1,PSMA6,PSME2,CD80,NR4A3,PSMD8,ID2,PSMA2,CCR1,PSMA3,CDC73,NME2,OSM,PSMD12,DPY30,CEACAM1,H4C15,PSMB6,IL7,TYROBP,CA2,H4C11,H4C3,CCL19,PSMB7,HMGB2,GPR171,RIPK2,LILRB4,H3-3A,LAG3,PSMC3,PSMA5,PSMD14,PSMD7,NUDT21,KITLG,SOCS5,HIF1A,H3C8,RC3H2,CBFB,CSF3,KLF10,CD86",GO_REGULATION_OF_HEMOPOIESIS,0.004223865,0.138630432,0.356894341,1.903812543,3,68,"ISG15,PSMB9,IRF7,IFNL1,LGALS9,CCL19,PSMB8,IFNB1,LIF,STAT1,SOCS1,PSMB10,CSF3,JAK3,IRF1,LAG3,ZC3H12A,SPINK5,EIF2AK2,MYC,CCL3,CSF1,HLA-G,FOS,NR4A3,IKZF3,TLR3,IL27,ZFP36,FLT3LG,CEACAM1,RASGRP1,LTF,PSME2,MOV10,IL15,PSME1,IL23A,LILRB4,TNF,NFKBIA,THBS1,CEBPB,TMEM176A,OSM,CSF3R,SFRP1,PTK2B"
109,GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,0.000120062,0.007613499,0.29270381,2.437814762,0,159,"OAS2,NT5C3A,PNPT1,ISG20,SLIRP,PSMB9,SPP1,RBM7,MYD88,TREX1,MAGOHB,FMR1,PSMB8,HSPA8,PSMA4,TRIR,PSMA6,BOLL,MAGOH,HELZ2,APOBEC3G,PSME2,LSM3,APOBEC3F,CNP,PYM1,PSMD8,IL4I1,TENT4B,TDO2,RPL35,TNPO1,PSMA2,SSB,IL6,RPS27,PSMA3,GTPBP2,HPRT1,RPS26,APOBEC3B,ACOT7,LSM5,RNASE2,PDE4D,MTHFS,PSMD12,BLVRA,RPL36,NUDT1,PAIP1,RPL12,RPS2,TOB1,H1-0,RPL37,RPL26,RPL28,PSMB6,LSM6,CIDEA,RPL30,PSMB7,HMGB2,RPS15,NUDT15,YTHDF3,ZC3HAV1,XRN1,HNRNPC,RPS11,NUDT12,RIDA,RNASEH2A,SAMHD1,RNASEH2B,RPS17,RPL27A,RPL38,PSMC3,CASP3,PSMA5,CPEB3,HMOX2,SERBP1,PSMD14,PSMD7,KPNB1,PNRC2,ZPR1,SYNCRIP,METTL14,RPL32,EXOSC4,LSM2,DCP1A,IGF2BP3,PSME1",GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,0.001083424,0.089541483,0.386484158,1.947898005,0,51,"PSMB9,ISG20,HELZ2,PSMB8,IL4I1,OAS2,TREX1,TYMP,PSMB10,APOBEC3G,PATL2,NT5C3A,ZC3H12A,PNPT1,IDO1,APOBEC3F,HMOX1,PLEKHN1,CNP,SAMHD1,APOBEC3A,MYD88,APOBEC3D,CYP24A1,ZFP36,NOCT,PKP1,PSME2,MOV10"
110,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,0.000158403,0.007613499,0.574099805,2.427808128,0,18,"DDX58,IFIH1,PARP9,IRF7,PARP14,ZBP1,TRIM6,TICAM2",GO_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,0.001362398,0.089541483,0.66374957,2.15512905,0,12,"ZBP1,IRF7,NLRC5,DDX58,IFIH1,PARP9,PARP14,CSF1"
111,GO_LEUKOCYTE_CELL_CELL_ADHESION,0.000140135,0.007613499,0.405686579,2.425329214,0,48,"TNFSF13B,CCL2,MDK,IFNB1,IFNL1,CD274,SOCS1,IFNA2,HAS2,LGALS9,IGF1,CD80,NR4A3,VCAM1,IL6,CCL25,S100A9,TWSG1,IL6ST,CEACAM1,SELENOK,IL7,CCL19,RIPK2,LILRB4,LAG3,CASP3,SOCS6,CD47,SOCS5,RC3H2,CBFB,CD86,IL10,S100A8,CCR7,NDFIP1,PIK3CA,XBP1,SELL,IL2RA,IL1B,LILRB2",GO_LEUKOCYTE_CELL_CELL_ADHESION,0.01420765,0.248383996,0.334695011,1.685009707,12,52,"CD177,IFNL1,LGALS9,CCL19,CCL5,IFNB1,SOCS1,TNFSF14,JAK3,IRF1,TNFSF13B,LAG3,ZC3H12A,SELE,IDO1,HLA-G,PDCD1,HLA-E,CCL2,NR4A3,VCAM1,CEACAM1,LGALS9B,RASGRP1,ASS1,IL15,CCL21,TNIP1,IL23A,LILRB4,TNF"
112,GO_CELLULAR_RESPONSE_TO_DSRNA,0.000171556,0.007723401,0.792612277,2.422452559,0,8,"IFIT1,DDX58,IFIH1,IFNB1,TLR3,CGAS",GO_CELLULAR_RESPONSE_TO_DSRNA,0.007633588,0.183714422,0.691281463,1.856222446,4,7,"IFIT1,IFNB1,DDX58,IFIH1"
113,GO_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY_IN_RESPONSE_TO_VIRUS,0.000175469,0.007784537,0.836262865,2.411855877,0,7,"DDX58,IFIH1,IRF7,DDX60,DHX58",GO_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY_IN_RESPONSE_TO_VIRUS,0.001526718,0.089541483,0.834241012,2.240096074,0,7,"IRF7,DDX58,IFIH1,BIRC3,DHX58,DDX60"
114,GO_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA,0.000175469,0.007784537,0.834534806,2.406872005,0,7,"IFIT1,DDX58,IFIH1,IFNB1,TLR3,CGAS",GO_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA,0.007633588,0.183714422,0.691281463,1.856222446,4,7,"IFIT1,IFNB1,DDX58,IFIH1"
115,GO_ACUTE_INFLAMMATORY_RESPONSE,0.000158403,0.007613499,0.56867895,2.404883901,0,18,"PLSCR1,ORM2,PTGS2,SELENOS,VCAM1,ORM1,IL6,FFAR2,OSM,IL6ST,APOL2,FFAR3",GO_ACUTE_INFLAMMATORY_RESPONSE,0.003504673,0.124415888,0.430715343,1.884456912,2,29,"C2CD4A,PLSCR1,SAA1,SERPINA3,ORM1,SAA2,PTGES,SERPINF2,F3,HLA-E,APOL2,HP,VCAM1,C3,PTGS2,FFAR3,ASS1,NUPR1,FFAR2,ORM2,C2CD4B,TNF,CEBPB,OSM,OSMR"
116,GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,0.000140509,0.007613499,0.401191087,2.384099372,0,47,"PARP9,DTX3L,PMAIP1,SMCHD1,FMR1,NKX3-1,RAD51AP1,PPP4R2,CGAS,RIF1,FBXO5,EEF1E1,SKIL,SHLD3,RMI2,PML,MCL1,MSX1,SNAI2,SLF1,RPL26,SPRED1,USP1,EID3,KLHL15,DEK,UBE2V2,IER3,RNASEH2B",GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,0.020242915,0.286863956,0.503372013,1.671541871,14,13,"PML,DTX3L,PARP9,IER3,MYC,PMAIP1,MSX1,NKX3-1"
