pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1.10E-05	0.001112895	0.232716262	2.204402135	0	317	"ISG15,DDX58,IFITM1,IFIH1,RSAD2,EIF2AK2,IRF7,CCL11,PTN,DDX60,IL1RN,IFI16,STAT1,GREM1,ELOVL3,MDK,DYNLT1,RET,DHX58,ACE2,ZBP1,TRIM6,IFNL1,CD274,SPP1,B2M,PPIB,MYD88,FLRT3,POLR2K,FMR1,NKX3-1,SOCS1,HAS2,ORM2,TLR3,TWF1,CXCL8,LGALS9,NME1,IL27,HAX1,PLAAT4,IGF1,FKBP1B,MNDA,LY96,VIL1,CEBPD,GCH1,LRRTM2,CD80,NR4A3,PTGS2,TMEM106B,IL1RAP,ATP5PF,CGAS,NLGN1,LCN2,SOX11,RIF1,ID2,CRABP2,FBXO5,ORM1,CCR1,PLAC8,IL6,CD38,HTR2A,FGF2,C21orf91,SKIL,NME2,FFAR2,SHLD3,HOXC11,AIM2,S100A9,OSM,POLR3K,CTH,CLIC1,BIRC3,PDE4D,CYP1B1,POU3F2,RETN,LILRA5,RAB8B,IL6ST,HPSE,RHEB"
GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1.10E-05	0.001112895	0.223963937	2.133019617	0	328	"EIF2AK2,CCL8,NMI,PARP9,CCL11,CKS2,IL1RN,IFI16,CNTN2,PMAIP1,GREM1,CCL2,IFNA5,IFNB1,IFNA1,RET,PARP14,IFNA21,IFNA10,IFNA17,STAP1,TRIM6,IFNA7,IFNA8,IFNL1,IFNA14,FMR1,NKX3-1,SOCS1,PRELID1,IFNA2,TLR3,LGALS9,IL27,TNFSF18,ARRDC3,HAX1,IFNA16,UBE2D1,IFNA6,BOLL,IGF1,BARD1,TRIM5,EIF5AL1,IFNA4,SUMO2,PSME2,HSPE1,IFNW1,CD80,CYCS,ANKIB1,PTGS2,MASTL,PYM1,FCGR1A,RICTOR,RIF1,CCR1,IL6,OSBPL8,HTR2A,FGF2,CCL25,PDCD5,RNF19B,EPHA7,AIM2,S100A9,IGFBP3,OSM,NBN,NUB1,GADD45B,BRMS1,BIRC3,TWSG1,LILRA5,IL6ST,DCUN1D5,PML,JAK2,PAIP1,LAMTOR2,DCUN1D1,UHMK1,GJA1,SEC22B,MTF2,TNFSF10,UBE2S,RPS2,GAREM1,SNAI2,MAP2K6,SPRY2,RPL26,BAG4,PDCD10,TMTC3,TXN,CTSC,TYROBP,CCL19,TIPARP,RPL30,RNF217,CKS1B,YTHDF3,DUSP5,NDFIP2,CCL20,ASPH,CCL13,PHF23,TENM1,RPS27L,CCL7,SUMO1,SPDYA,RIPK2,RBMS3,HTR2B,EIF5A2,GLIPR2,UBE2V2,STAP2,FGF20,HIGD1A,TRMT10C,EIF5A,MNAT1,KRAS,FGF7,CASP3,PLGRKT,STK26,CDK1,BAK1,BID,SOCS3,CDKN1B,CCL1,CPEB3,MAD2L2,PSMD14,CASP4,MMD,DIABLO,KITLG,CASP1,SOCS5,RBX1,RAP1B,XCL2,CSF3,CENPE,CLSPN,CD86,FIS1,NDUFA13,PSME1,UBE2K,RB1CC1,PHB,NUPR1,RPS6KB1,S100A8,TNFRSF10A,PRRC1,BANK1,FBXO22,NGF,GPR183,MAP3K2,FPR1,FANCM,CRLF1,UBB,MAP3K1,PARP8,CCR7,FPR2,P2RY6,DBF4,LTB,ALK,MAP3K7,THBS1,RPLP1,IFNA13,CCL3L1,CCL3L3,TTK,PRR16,BIRC2,REST,ZFAND2A,PRKAG2,NDFIP1,TBK1,SEMA3A,MDFIC,PPP2R3C,LIF,PIK3CA,XIAP,NFKBIA,CCDC88A,CCNYL1,PSMC2,FZD5"
GO_CELLULAR_RESPONSE_TO_DSRNA	1.73E-05	0.001146183	0.792612277	2.425002026	0	8	"IFIT1,DDX58,IFIH1,IFNB1,TLR3,CGAS"
GO_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY_IN_RESPONSE_TO_VIRUS	1.76E-05	0.001146183	0.836262865	2.423363956	0	7	"DDX58,IFIH1,IRF7,DDX60,DHX58"
GO_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA	1.76E-05	0.001146183	0.834534806	2.418356303	0	7	"IFIT1,DDX58,IFIH1,IFNB1,TLR3,CGAS"
GO_REGULATION_OF_RIBONUCLEASE_ACTIVITY	1.80E-05	0.001168923	0.934554998	2.359319344	0	5	"OAS1,OASL,OAS2,OAS3"
GO_MDA_5_SIGNALING_PATHWAY	1.84E-05	0.001181314	0.968418328	2.232035672	0	4	"IFIH1,IRF7,DDX60,DHX58"
GO_SYNAPTIC_VESICLE_BUDDING_FROM_PRESYNAPTIC_ENDOCYTIC_ZONE_MEMBRANE	1.93E-05	0.001217501	0.998706339	1.738601095	0	2	"MX2,MX1"
GO_SYNAPTIC_VESICLE_BUDDING	1.93E-05	0.001217501	0.998706339	1.738601095	0	2	"MX2,MX1"
GO_POSTSYNAPTIC_ENDOCYTIC_ZONE_MEMBRANE	1.93E-05	0.001217501	0.998706339	1.738601095	0	2	"MX2,MX1"
GO_SIGNALING_RECEPTOR_BINDING	2.22E-05	0.001372542	0.227908968	2.129458809	1	290	"ISG15,OASL,PLSCR1,CXCL10,CCL8,RTP4,CCL11,ANGPTL1,PTN,TNFSF13B,IL1RN,NAMPT,STAT1,GREM1,DNAJA1,CCL2,MDK,IFNA5,IFNB1,IFNA1,IFNA21,NCOA7,IFNA10,IFNA17,STAP1,IFNA7,CXCL11,IFNA8,IFNL1,IFNA14,SPP1,SECTM1,MYD88,FLRT3,NKX3-1,SOCS1,IFNA2,CXCL3,HSPA8,CXCL8,IL27,TNFSF18,ARRDC3,IFNA16,DEFB1,C1D,IFNA6,IGF1,FKBP1B,LY96,IFNA4,IFNW1,LRRTM2,CXCL2,NR4A3,TAP2,IL1RAP,VCAM1,MED13,CD2AP,NLGN1"
GO_REGULATION_OF_CELL_DEATH	2.22E-05	0.001372542	0.222773904	2.090240322	1	298	"IFIT2,IFIT3,CXCL10,EIF2AK2,IRF7,IFI6,PTN,STAT1,SP100,PMAIP1,GREM1,DNAJA1,CCL2,MDK,DYNLT1,IFNB1,RET,HSH2D,NCOA7,CD274,ADAR,MYD88,NKX3-1,PRELID1,TLR3,LGALS9,C3orf38,NME1,TNFSF18,BCL2L14,HAX1,IGF1,BARD1,MNDA,ATF3,VIL1,UBE2B,HSPE1,DRAXIN,HIPK3,NR4A3,CYCS,UBD,PTGS2,SELENOS,SAP18,SOX11,MAD2L1,PLAC8,IL6,CD38,EEF1E1,FGF2,PDCD5,CPEB4,CDC73,SKIL,EPHA7,NME2,POU3F3,CAAP1,S100A9,IGFBP3,BCL2A1,CTH,TOMM22,GADD45B,BRMS1,BIRC3,CYP1B1,IL6ST,PML,JAK2,MCL1,MSX1,EIF2S1,PTMA,ZFAND6,GJA1,DCC,PTRH2,TNFSF10,SNAI2,GABRB2,MAP2K6,SNX6,ARF4,SPRY2,RPL26,BAG4,PDCD10,IL7,TXN,CTSC,ATF5,TYROBP,CIDEA,CCL19,HMGB2,NAA15,TNFAIP8,RPS27L,GZMB,IER3IP1,ITGB3BP,RBCK1,RIPK2,BTC,SYCP2,HTR2B,ING1,AIPL1,ADM,UBE2V2,IER3,ATF2,USP42,EPCAM,FGF20,HIGD1A,FATE1,NAT8,MNAT1,KRAS,CASP3,STK26,CDK1,BAK1,BID,SOCS3,TMF1,CDKN1B,SERBP1,BNIP1,CASP4,DIABLO,MTRNR2L10,GAPDH,KITLG,CASP1,GNA13,TFPT,HIF1A,FOSL1,ZPR1,CSF3,SOD2,ATOX1,FIS1,LTA,TXNDC12,IL10,NDUFA13,STK17A,PA2G4,NAA38,RB1CC1,SPOP,PHB,NUPR1,RPS6KB1,S100A8,TNFRSF10A,ATF4,CARD17,NGF,LAMTOR5,OXR1,CRLF1,RB1"
GO_CHROMOSOME	2.22E-05	0.001372542	0.22269654	2.085042331	1	294	"PARP9,HESX1,IRF7,ETV7,BATF2,STAT1,SP100,HDX,RNF138,DYNLL1,HMX1,GAR1,SMCHD1,ZNFX1,TREX1,CREM,CENPH,FMR1,NKX3-1,PCGF5,RAD51AP1,BRCA2,H2AC6,TFEC,THAP1,ATF3,CEBPD,UBE2B,SPC25,IRF9,H2AC19,NR1D2,NR4A3,BATF3,ELF1,BAZ1A,ASF1A,CGAS,H2AC18,SOX11,CENPW,NUDCD2,MAD2L1,RIF1,LRIF1,SSB,AHR,NSMCE2,H2AC20,SUZ12,SGO2,H2AW,SMARCA5,CDC73,BCAS2,POU3F3,CSRNP1,SHLD3,HOXC11,KLF6,H1-2,NBN,TOP1,BRMS1,POU3F2,CUL5,ZWINT,NDC80,PPP1CB,PML,H2BC5,NSL1,PINX1,NCOA2,MSX1,CENPK,ARPC3,H2BC4,UBE2A,H4C15,SP4,H1-0,SNAI2,PRRX1,SLF1,SGO1,FOXN2,HOXD8,ACTR6,THAP2,THOC7,E2F5,ATF5,NIFK,H4C11,H4C3,IRF2,HMGB2,RPA3,BANF1,EID3,SUMO1,ITGB3BP,H2BC11,SYCP2,HNRNPC,STAT2,H3-3A,H3-5,RAN,CENPQ,SAMHD1,ATF2,UXT,TMPO,KNL1,H2BC21,LHX1,BARX1,BACH1,ARNTL2,HOXD3,RORA,SMC4,RNF2,NRIP1,CDK1,SUMO3,PTGES3,ANP32E,POLE4,NHP2,LHX9,MAD2L2,AEBP2,TTI2,RFX7,C1orf131,ATF1,TFPT,ZHX1,DYNC1LI1,HIF1A,FOSL1,H3C8,POLR3G,JUNB,SIX3,PHF6,BRMS1L,CENPE,KLF10,SYCP1,PURA,EXOSC4,DCTN6,MEOX1,ESCO2,ACTR3,DYNLT3,ATF4,MAFA,UCHL5,GABPA,EBF3,H2AC16,H2AC11,AFF4,RB1,GINS1,TNKS2"
GO_NUCLEOLUS	2.35E-05	0.001442358	0.275932931	2.367637328	1	183	"OASL,PLSCR1,RSAD2,ISG20,IFI16,STAT1,PIN4,ADAR,GAR1,POLR2K,CENPH,FMR1,ZFY,TMA16,HSPA8,RNF213,PARP10,C1D,THAP1,RBIS,MNDA,SPATS2L,ATF3,EDF1,TBCA,RPF1,UBD,PYM1,TENT4B,NOP10,CD2AP,CENPW,RPL35,SUZ12,EEF1E1,SMARCA5,DNAJB9,BCAS2,FAM207A,NOC3L,ZNF593,KLF6,POLR3K,DNTTIP1,NBN,ERGIC2,SUB1,NUB1,TOP1,SNRPB2,NOP16,TAF4B,RPL36,PPP1CB,PML,PINX1,RPL12,RRP9,RPF2,CETN3,TSEN15,RPL26,GPATCH2,THAP2,E2F5,LSM6,MAD2L1BP,DDX21,NIFK,HMGB2,CHCHD1,SRP19,TAF1B,EID3,SUMO1,RPS11,PNO1,SNAPC1,CAPG,MBIP,RAN,RBM34,ARNTL2,DUSP11,MAK16,NRIP1,ARL4A,VMP1,RSL24D1,ZCCHC9,GET3,DIMT1,NHP2,MAD2L2,UBE2T,CMPK1,PHF6,POLR2F,ZPR1,EXOSC4,ARID5A,TXN2,DPH6,ACAT2,PA2G4,NMD3,NOL7,OXR1,AFF4,RPP21,TDP2,BRIX1,AEN,MOB1B,ZBED6,KIF20B,G2E3,DDX52,SP140,NSA2,RPP30,DNAJC21,NOVA1,UTP23,RCN2,MDFIC,BMT2,EXOSC3,OLA1,VRK1,NIP7"
GO_NEGATIVE_REGULATION_OF_CELL_DEATH	2.37E-05	0.001444873	0.273650396	2.317682695	1	172	"IFIT3,EIF2AK2,IRF7,IFI6,GREM1,DNAJA1,CCL2,MDK,DYNLT1,HSH2D,NCOA7,ADAR,MYD88,PRELID1,TNFSF18,HAX1,IGF1,BARD1,VIL1,UBE2B,DRAXIN,HIPK3,NR4A3,PTGS2,SELENOS,SOX11,MAD2L1,PLAC8,IL6,CD38,FGF2,CPEB4,CDC73,NME2,POU3F3,CAAP1,BCL2A1,CTH,BIRC3,IL6ST,JAK2,MCL1,MSX1,PTMA,ZFAND6,PTRH2,TNFSF10,SNAI2,GABRB2,SNX6,ARF4,SPRY2,BAG4,PDCD10,IL7,TXN,ATF5,CIDEA,CCL19,HMGB2,NAA15,TNFAIP8,RBCK1,RIPK2,BTC,SYCP2,HTR2B,AIPL1,UBE2V2,IER3,EPCAM,FGF20,HIGD1A,FATE1,NAT8,MNAT1,KRAS,CASP3,CDK1,BID,SOCS3,TMF1,CDKN1B,BNIP1,MTRNR2L10,KITLG,HIF1A,ZPR1,CSF3,SOD2,ATOX1,TXNDC12,IL10,NDUFA13,PA2G4,NAA38,RB1CC1,NUPR1,RPS6KB1,TNFRSF10A,ATF4,NGF,LAMTOR5,OXR1,CRLF1,RB1,UBB,CCR7,THBS1,ADAMTS20,PDE12,APIP,BIRC2,REST,CFL1,PIK3CA,XIAP,DIPK2A,UFL1,XBP1,NFKBIA,TIMP1,TMEM14A,HGF,PIAS1,TFAP2B"
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	2.52E-05	0.001523036	0.317793193	2.42135878	1	109	"MX2,MX1,CACNG8,PMAIP1,DNAJA1,TIMM10,TOMM5,NXT2,HSPA8,BRCA2,HAX1,UBE2D1,TRAM1,KPNA5,TIMM23,PTGS2,RPL35,TNPO1,SPCS2,DDO,RPS27,PDCD5,RPS26,TOMM22,DNAJC19,CHCHD4,RAB8B,RPL36,PML,SGTB,RPL12,ZFAND6,SNX16,RPS2,RPL37,UBE2D3,SEC61B,RPL26,BAG4,RPL28,TIMM8B,MAIP1,CD68,RPL30,RPS15,SRP19,GZMB,CACNG2,RPS11,RAN,RPS17,RPL27A,RPL38,RAB10,DNAJC15,BID,GET3,KPNB1,SIX3,ZPR1,SRP9,RPL32,FIS1,PEX3,NDUFA13,IPO11,SEC61G,UBB,BAAT,RPLP1,ATAD1,DNLZ,RPL36A,KPNA4,MDFIC,NFKBIA,KPNA2,FZD5,LMAN1,SRP14,UBL5,VPS37A,RPL39,CASP8,TIMM9,LAMP2,RPL41,PPP3CA,RPS20,TIMM17A"
GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	2.67E-05	0.001603654	0.369010652	2.517808494	1	73	"PNPT1,NDUFC2-KCTD14,COX7B,TREX1,COA6,PRELID1,SDHB,IGF1,NDUFB3,COX6C,ETFRF1,NR4A3,NDUFA12,CYCS,SELENOS,NDUFA7,UQCR10,SUCLG2,NDUFAF2,NDUFB4,NDUFA6,PPP1R2,NDUFV2,CISD1,IL6ST,COX4I2,COX6A1,PPP1CB,NDUFA5,COX5B,NDUFS6,NDUFB9,COX6B1,NDUFS4,NDUFA9,ME2,NDUFB10,NDUFA8,NDUFB1,NDUFS5,NDUFB8,COX4I1,DNAJC15,DLAT,CDK1,BID"
GO_MITOCHONDRIAL_TRANSLATION	2.91E-05	0.00163654	0.496800903	2.776431382	1	39	"MRPS18A,MRPS18C,MRPL22,MRPL17,MRPL32,MRPL36,MRPL18,NDUFA7,GADD45GIP1,MRPL42,MRPS30,MRPS22,MRPL13,MRPL58,MRPL47,MRPL1,MRPL46,MTIF3,MRPL27,MRPL2,CHCHD1,MRPL19,MRPS28,MRPS36,MRPS35,TRMT10C,MRPL33,MRPL3,MALSU1,MRPL54,MRPL24,MRPS23"
GO_TRANSLATIONAL_TERMINATION	2.90E-05	0.00163654	0.488627665	2.774516738	1	41	"SHFL,MRPS18A,MRPS18C,MRPL22,MRPL17,MRPL32,EIF5AL1,MRPL36,MRPL18,GADD45GIP1,MRPL42,MRPS30,MRPS22,MRPL13,MRPL58,MRPL47,MRPL1,MRPL46,TRMT112,MRPL27,MRPL2,CHCHD1,MRPL19,MRPS28,MRPS36,EIF5A2,MRPS35,EIF5A,MRPL33,MRPL3,MRPL54,MRPL24,MRPS23"
GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	2.90E-05	0.00163654	0.487455159	2.767859031	1	41	"DDX58,RSAD2,BST2,TNFSF13B,IFNB1,TRIM6,B2M,TREX1,IFNA2,TLR3,NR4A3,CGAS,RIF1,IL6,XRCC4,DNAJB9,FFAR2,SHLD3,NBN,KLK3,DENND1B,FFAR3"
GO_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	2.91E-05	0.00163654	0.48536361	2.712512698	1	39	"IFNA5,IFNB1,IFNA1,RET,IFNA21,IFNA10,IFNA17,TRIM6,IFNA7,IFNA8,IFNA14,IFNA2,HAX1,IFNA16,IFNA6,IFNA4,IFNW1,PTGS2,IL6,OSM,SPRY2,BAG4,PDCD10,TXN"
GO_TRANSLATIONAL_ELONGATION	2.82E-05	0.00163654	0.441086769	2.679956083	1	50	"SHFL,MRPS18A,MRPS18C,MRPL22,MRPL17,CPEB2,MRPL32,EIF5AL1,MRPL36,MRPL18,GADD45GIP1,MRPL42,MRPS30,GTPBP2,MRPS22,MRPL13,MRPL58,MRPL47,MRPL1,MRPL46,MRPL27,RPL30,MRPL2,CHCHD1,MRPL19,MRPS28,MRPS36,EIF5A2,MRPS35,SELENOT,EIF5A,MRPL33,CPEB3,MRPL3,MRPL54,SRP9,MRPL24,MRPS23"
GO_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	2.82E-05	0.00163654	0.435282669	2.644691515	1	50	"DDX58,USP18,IFIH1,PARP9,IRF7,IL1RN,STAT1,PARP14,STAP1,ZBP1,TRIM6,ADAR,TREX1,SOCS1,TICAM2,ELF1,IL6,BIRC3,JAK2,CREBRF,IL7,YTHDF3,OTUD4,SUMO1,RBCK1,H2BC11,SPPL2A,RIPK2,IL1R2,SAMHD1"
GO_RIBONUCLEOPROTEIN_COMPLEX_BINDING	2.95E-05	0.00163654	0.480031323	2.612244395	1	36	"IFIH1,SHFL,CPEB2,FMR1,SNRPC,NME1,EIF5AL1,SNRPD1,PYM1,RICTOR,CPEB4,ZNF593,SNRPB2,PPIH,EIF2S1,UHMK1,MTIF3,YTHDF3,SRP19,NAA15,EIF1B,EIF5A2,EIF5A,PQBP1,CPEB3,MALSU1,PHF6,SRP9,NMD3,RPLP1,ABCE1,SECISBP2L,OLA1,RBM3,MTRF1L,SNRPD2"
GO_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	2.95E-05	0.00163654	0.482083396	2.59765449	1	35	"MRPS18A,MRPS18C,MRPL22,MRPL17,MRPL32,MRPL36,MRPL18,GADD45GIP1,MRPL42,MRPS30,MRPS22,MRPL13,MRPL58,MRPL47,MRPL1,MRPL46,MRPL27,MRPL2,CHCHD1,MRPL19,MRPS28,MRPS36,MRPS35,MRPL33,MRPL3,MRPL54,MRPL24,MRPS23,MRPS11,MRPL14,MRPL11,MRPS24,MTRF1L,MRPS33,AURKAIP1"
GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	2.80E-05	0.00163654	0.417818916	2.58511702	1	53	"CMPK2,CXCL10,CHMP5,IL1RN,CCL2,STAP1,CXCL11,CD274,MYD88,CXCL3,CXCL8,LY96,TRIM5,ACOD1,CD80,CXCL2,TICAM2,SELENOS,LCN2,IL6,CDC73,CXCL5,PDE4D"
GO_RAS_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	2.94E-05	0.00163654	-0.449844169	-2.614818681	0	28	"OBSCN,RGL3,ARHGEF4,RAPGEF3,ARHGEF37,DENND6B,RALGPS1,KNDC1,PLEKHG3,DENND3,EPS8L2,ARHGEF1,MCF2L,BCR,TRIO,PLEKHG5,ARHGEF17,DENND2C,ARHGEF15"
GO_MICROTUBULE_BUNDLE_FORMATION	2.76E-05	0.00163654	-0.513812516	-2.633822715	0	21	"DNAH1,TPPP,NUMA1,TTLL3,CFAP100,CFAP46,CFAP74,CFAP157,CCDC114,CCDC40,DNAAF1,TTLL6,GAS2L1,RP1L1,DNAI1,NCKAP5L,CLASP1"
GO_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	2.88E-05	0.00163654	-0.498008196	-2.754523065	0	25	"OBSCN,GPR17,ARHGEF4,ARHGEF37,ADGRG1,FLCN,MYOC,PLEKHG3,EPS8L2,ARHGEF1,MCF2L,BCR,TRIO,RTN4R,KANK1,PLEKHG5,ARHGEF17,ARHGEF15"
GO_CILIARY_PLASM	2.89E-05	0.00163654	-0.494705204	-2.785852992	0	26	"DNAH1,DNHD1,DNAH10,TTLL3,DNAH17,CFAP100,CFAP46,CFAP74,DNAH2,CCDC114,CCDC40,INPP5E,DNAAF1,DNAH9,EFHC1,IFT140,IFT172,RP1L1,DNAI1,DRC3,DNAH11,DNAI2,RPGRIP1,BBS1"
GO_ORGANELLAR_RIBOSOME	2.99E-05	0.001643998	0.514565098	2.686839751	1	32	"MRPS18A,MRPS18C,MRPL22,MRPL17,MRPL32,MRPL36,MRPL18,NDUFA7,MRPL42,MRPS30,MRPS22,MRPL13,MRPL58,MRPL47,MRPL46,MRPL27,MRPL2,CHCHD1,MRPL19,MRPS28,MRPS36,MRPS35,MRPL33,MRPL3,MALSU1,MRPL54,MRPL24"
GO_CHEMOKINE_RECEPTOR_BINDING	3.04E-05	0.001662072	0.50902789	2.501212523	1	27	"CXCL10,CCL8,CCL11,STAT1,CCL2,CXCL11,CXCL3,CXCL8,DEFB1,CXCL2,CCL25,CXCL5,DEFB4A,CCL19,CCL20,CCL13,CCL7,CXCL13"
GO_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	3.12E-05	0.001685112	0.561042114	2.550099044	1	22	"MRPS18A,MRPL22,MRPL17,MRPL32,MRPL36,MRPL18,MRPL42,MRPS30,MRPL13,MRPL58,MRPL47,MRPL46,MRPL27,MRPL2,MRPL19,MRPL33,MRPL3,MALSU1,MRPL54,MRPL24"
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	3.12E-05	0.001685112	0.558149838	2.53695281	1	22	"DDX58,RSAD2,BST2,IFNB1,TRIM6,B2M,IFNA2,TLR3,NR4A3,IL6,FFAR2,DENND1B,FFAR3"
GO_IDENTICAL_PROTEIN_BINDING	3.28E-05	0.001764551	0.213406697	2.035699914	2	332	"MX1,DDX58,IFIT3,CLDN6,IFIH1,DRAP1,TRIM21,BST2,EIF2AK2,NMI,P2RX2,NAMPT,STAT1,CNTN2,CLDN22,C1S,GREM1,DYNLT1,RBM11,GBP1,IFI27,CLEC2B,B2M,TIMM10,SMCHD1,MYD88,TREX1,FLRT3,GBP3,FMR1,CISD2,HAS2,TLR3,IMPA1,BRCA2,SNRPC,NME1,TNFSF18,DEFB1,CEP57L1,THAP1,IKZF2,BARD1,TRIM5,ATF3,VIL1,APOBEC3G,CEBPD,PSME2,GCH1,APOBEC3F,NR4A3,MMAA,PTGS2,RPE,NECTIN3,CD2AP,LCN2,TDO2,MAD2L1,SDS,ACY3,AHR,CD38,GTF2A2,GIMAP2,PPCS,HPRT1,XRCC4,UBA3,AIM2,CXCL5,ACOT7,PRPS2,BCL2A1,GJB2,CD69,DNTTIP1,CTH,LACTB,BCAT1,SUB1,HM13,RAB11FIP2,POU3F2,GCA,CISD1,DPY30,IL6ST,CLDN23,NDC80,PML,CEACAM1,JAK2,MCL1,CIP2A,TNFSF10,CTSE,SELENOK,H2BC4,SNX16,CCDC91,SNX6,PLN,SMN1,PDCD10,CTSC,DDX21,TYROBP,CIDEA,EPHB2,BANF1,STC2,MARCKS,TENM1,PIK3AP1,RBCK1,SPPL2A,STARD3NL,EEA1,RIPK2,TAP1,RNF5,HNRNPC,STAT2,RIDA,DCK,ATG101,GLIPR2,PRDX4"
GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	3.47E-05	0.001852793	0.256915064	2.267226887	2	210	"EIF2AK2,CCL11,SNRPG,GREM1,PFDN6,TRIM6,ADAR,CENPH,COA4,COA6,TWF1,SNRPC,HAX1,NDUFB3,MCTS1,MZT1,VIL1,SNRPD1,TBCA,NDUFA12,PSMG1,UNC13C,ASF1A,NDUFA7,RICTOR,CENPW,CAMSAP2,FBXO5,UQCR10,NDUFAF2,SNRPE,GTF2A2,NDUFB4,RPS27,SMARCA5,CDC73,NDUFA6,WASHC3,TMSB10,NDUFV2,H1-2,COX7A2,H2BC5,JAK2,NDUFA5,RPL12,TMEM126B,DNAJB14,RPF2,CENPK,UBE2S,ARPC3,H2BC4,NAPA,RAMAC,H4C15,H1-0,NDUFS6,NDUFB9,DIAPH3,BAG4,SMN1,CAPZA2,NDUFS4,NDUFA9,COX17,H4C11,H4C3,HMGB2,RPA3,RPS15,EIF3J,SRP19,OTUD6B,NDUFB10,TAF1B,TENM1,RPS27L,ITGB3BP,DR1,SLAIN2,H2BC11,TAF12,TMOD4,NDUFA8,NDUFB1,NDUFS5,H3-3A,NDUFB8,CAPG,PET100,CENPQ,KNL1,H2BC21,RPL38,PSMC3,HCCS,MNAT1,PTGES3,CDKN1B,RSL24D1,GMFB,GEMIN6,NUDT21,ATF1,NDUFB7,H3C8,RBX1,SDHAF3,TFAM,CAPZA1,CSF3,CENPE,NDUFAF4,NDUFA3,NDUFA1,NDUFA13,LMOD2,UBE2K,TMSB4X,ACTR3,ARPC5L,CYBA,MRPS11,CLTRN,RB1,UBB,BRIX1,CCR7,PIK3C2A,BRF2,AP1AR,RPL3L,PFN1,WASL,SNRPF,NDUFB5,SRSF12"
GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	3.57E-05	0.001894768	0.264728595	2.231211923	2	168	"ISG15,PARP9,IRF7,DTX3L,UBE2L6,IFI16,SP100,PMAIP1,DNAJA1,RNF138,SMCHD1,TREX1,POLR2K,FMR1,NKX3-1,RAD51AP1,BRCA2,PARP10,MCTS1,BARD1,MNDA,TRIM25,UBE2B,BRIP1,MASTL,PPP4R2,ASF1A,CGAS,RIF1,SHISA5,FBXO6,FBXO5,CDC7,NSMCE2,EEF1E1,XRCC4,H2AW,SKIL,SHLD3,BCL2A1,NBN,RMI2,UBA6,PML,NUDT1,MCL1,MSX1,UBE2A,H4C15,SNAI2,UBE2D3,MAP2K6,PCLAF,SLF1,RPL26,SPRED1,H4C11,H4C3,COPS2,HMGB2,RPA3,PTTG1,TIPRL,USP1,EID3,RPS27L,SUMO1,SPDYA,KLHL15,DEK,UBE2W,MRPS35,UBE2V2,RNASEH2A,IER3,SAMHD1,ATF2,RNASEH2B,BACH1,MNAT1,CASP3,CDK1,BAK1,BID,CDKN1B,MAD2L2,PSMD14,UBE2T,TFPT,RBX1,EXO1,POLR2F"
GO_GTPASE_REGULATOR_ACTIVITY	3.66E-05	0.001934756	-0.385191562	-3.024513814	0	59	"SGSM1,AGAP1,RGS11,DOCK5,ALS2CL,TBCD,PCP2,TSC2,AGAP5,ACAP3,TBC1D17,RGS12,TBC1D8,ARHGAP33,SGSM2,AGAP9,FLCN,RALGDS,AGAP3,ARHGAP39,ARAP3,PLXNB1,ARHGEF1,BCR,TBC1D13,RGPD8,SIPA1L3,TBC1D3,TBC1D20,ARHGEF15,TBC1D16,NPRL3,GARNL3,AGAP4,GPSM1,ARRB1,DOCK1,RASA4B,ARHGAP8,ELMOD1,SGSM3,RGS6,SRGAP3,RGPD1,ARHGAP1"
