SYMBOL	ENSEMBL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC105369203	ENSG00000258754	66.09238132	-2.03716856	0.366414017	-5.559745173	2.70E-08	2.81E-06
NA	ENSG00000254548	83.57778653	-2.033117948	0.627360312	-3.240750025	0.001192157	0.017420236
STATH	ENSG00000126549	34.2630608	-2.032295135	0.708430892	-2.868727432	0.004121268	0.044703489
LOC283177	ENSG00000255545	1661.164562	-2.031506083	0.298194546	-6.812686922	9.58E-12	6.13E-09
NA	ENSG00000255745	219.0455472	-2.028976616	0.425758421	-4.765558392	1.88E-06	9.33E-05
SCGB3A2	ENSG00000164265	120392.4033	-2.026362709	0.251262548	-8.064722448	7.34E-16	2.83E-12
PPP1R14D	ENSG00000166143	21.72730232	-2.025743092	0.629251087	-3.219292163	0.001285075	0.018507331
CASP16P	ENSG00000228146	27.10587721	-2.022906753	0.447499546	-4.520466602	6.17E-06	0.000250539
TCP11X2	ENSG00000215029	73.89398139	-2.020799353	0.601171657	-3.361434838	0.000775386	0.012470294
NA	ENSG00000249428	1854.887819	-2.019096279	0.48459989	-4.166522367	3.09E-05	0.000932314
C11orf97	ENSG00000257057	794.4400843	-2.01678378	0.315423396	-6.393894058	1.62E-10	5.35E-08
NA	ENSG00000229352	16.38857397	-2.015790665	0.584183447	-3.450612432	0.000559316	0.009641673
HS3ST6	ENSG00000162040	736.9223064	-2.015597213	0.548219859	-3.676622033	0.000236343	0.004798193
BCAS1	ENSG00000064787	1696.210548	-2.013945152	0.378108482	-5.326368616	1.00E-07	7.86E-06
LOC654780	ENSG00000250685	156.8293624	-2.012032804	0.49387731	-4.073952704	4.62E-05	0.001283158
NA	ENSG00000277531	98.75005156	-2.010271661	0.35321722	-5.6913184	1.26E-08	1.54E-06
NA	ENSG00000223784	10.44595092	-2.009916567	0.70474196	-2.851989353	0.004344656	0.046565132
MYCBPAP	ENSG00000136449	1915.689091	-2.009734025	0.330905494	-6.073438078	1.25E-09	2.62E-07
CDHR4	ENSG00000187492	9365.476514	-2.008656711	0.33384288	-6.01677265	1.78E-09	3.45E-07
FKBP6	ENSG00000077800	89.33826779	-2.007583679	0.522922947	-3.839157742	0.000123457	0.002876315
NA	ENSG00000258752	2783.935005	-2.00757464	0.364820085	-5.502916982	3.74E-08	3.54E-06
NA	ENSG00000254024	140.3629162	-2.0059065	0.396692772	-5.056574357	4.27E-07	2.68E-05
VWA3B	ENSG00000168658	7067.707696	-2.004208032	0.32494521	-6.167833742	6.92E-10	1.66E-07
SERPINA6	ENSG00000170099	248.2405263	-2.004082541	0.680620931	-2.94449149	0.003234858	0.03739964
NA	ENSG00000275149	301.4286167	-2.003427975	0.303247494	-6.606577181	3.93E-11	1.85E-08
SEC14L3	ENSG00000100012	1486.782684	-2.002890181	0.437535597	-4.577662239	4.70E-06	0.000199354
CCDC74B	ENSG00000152076	6139.029674	-2.00213786	0.33665845	-5.947089289	2.73E-09	4.74E-07
LOC100996288	ENSG00000267289	28.9650835	-2.001947158	0.65127838	-3.073873198	0.002112992	0.027228657
NWD1	ENSG00000188039	3134.546819	-2.001626379	0.459123813	-4.359665786	1.30E-05	0.000450175
ESPN	ENSG00000187017	1609.399451	-2.000117371	0.519026197	-3.853596183	0.000116396	0.002733111
NA	ENSG00000267426	154.4231843	-1.999871969	0.427782202	-4.674977035	2.94E-06	0.000136505
CFAP52	ENSG00000166596	7560.234552	-1.998322278	0.288570362	-6.92490477	4.36E-12	3.51E-09
DNAH3	ENSG00000158486	4793.360982	-1.997805877	0.384878956	-5.190738137	2.09E-07	1.47E-05
VWA7	ENSG00000204396	2710.370322	-1.996023872	0.440600526	-4.530234886	5.89E-06	0.000239906
CD164L2	ENSG00000174950	3891.432049	-1.995557481	0.352669136	-5.658440949	1.53E-08	1.79E-06
DYDC1	ENSG00000170788	336.3711625	-1.994402368	0.438080382	-4.552594574	5.30E-06	0.000219486
KCNK2	ENSG00000082482	72.08897914	-1.992103658	0.38908671	-5.119947836	3.06E-07	2.06E-05
LINC02265	ENSG00000249241	160.9511861	-1.990343264	0.389881683	-5.104993	3.31E-07	2.19E-05
GAS2L2	ENSG00000270765	5412.999193	-1.985651215	0.416664626	-4.765586253	1.88E-06	9.33E-05
C1orf87	ENSG00000162598	3454.5141	-1.985599472	0.289836804	-6.850749952	7.35E-12	5.29E-09
NA	ENSG00000280439	1405.697962	-1.984546365	0.256824636	-7.727242972	1.10E-14	2.25E-11
EFCAB1	ENSG00000034239	9943.654931	-1.982909415	0.266433992	-7.442404018	9.89E-14	1.60E-10
NXF2B	ENSG00000269437	507.0009846	-1.978342286	0.342633671	-5.773928403	7.74E-09	1.05E-06
PACRG	ENSG00000112530	2049.125761	-1.97788466	0.291427989	-6.786872692	1.15E-11	7.02E-09
TRIM29	ENSG00000137699	6072.414396	-1.976596391	0.389228122	-5.078246615	3.81E-07	2.44E-05
MIR7515HG	ENSG00000236172	65.52322375	-1.975653178	0.646265305	-3.057031163	0.00223541	0.02836183
LINC01246	ENSG00000236172	65.52322375	-1.975653178	0.646265305	-3.057031163	0.00223541	0.02836183
NA	ENSG00000249430	88.82704662	-1.974976161	0.635946416	-3.105570077	0.001899126	0.025078919
SPAG17	ENSG00000155761	6085.938891	-1.974513744	0.274746495	-7.186674909	6.64E-13	6.37E-10
TTLL10	ENSG00000162571	4225.622206	-1.973551363	0.506185917	-3.898866599	9.66E-05	0.002353796
LINC00589	ENSG00000251191	84.40464105	-1.971976059	0.413600506	-4.767827965	1.86E-06	9.29E-05
NA	ENSG00000258782	35.38693906	-1.970454552	0.430859951	-4.573306354	4.80E-06	0.00020265
NA	ENSG00000233068	46.63268682	-1.970125231	0.49564001	-3.974911608	7.04E-05	0.00182433
FAM183A	ENSG00000186973	5098.204313	-1.967618431	0.307255034	-6.403860683	1.51E-10	5.07E-08
FOXJ1	ENSG00000129654	26671.74093	-1.967433155	0.552886166	-3.558477812	0.00037301	0.006981938
FAM166C	ENSG00000173557	676.4947486	-1.965995617	0.330631374	-5.946185899	2.74E-09	4.74E-07
TCF24	ENSG00000261787	60.68561688	-1.964683707	0.667185192	-2.94473518	0.003232312	0.03739964
GRIN3B	ENSG00000116032	3220.50895	-1.963141732	0.615024386	-3.19197381	0.001413041	0.019979684
PSCA	ENSG00000167653	425.4606773	-1.95784871	0.635910791	-3.07881033	0.00207829	0.026893634
MS4A8	ENSG00000166959	12856.48782	-1.956855749	0.288693845	-6.778307828	1.22E-11	7.10E-09
KCNJ16	ENSG00000153822	1566.150143	-1.956496036	0.351655377	-5.563674454	2.64E-08	2.79E-06
NA	ENSG00000279606	28.71179133	-1.956070937	0.495466882	-3.947934779	7.88E-05	0.001995874
CCDC173	ENSG00000154479	3134.911358	-1.954370208	0.288173723	-6.781916786	1.19E-11	7.10E-09
NA	ENSG00000256894	28.39044767	-1.953751502	0.652700531	-2.99333524	0.002759465	0.033196601
CCNA1	ENSG00000133101	2282.495726	-1.953509789	0.290172355	-6.732239505	1.67E-11	9.25E-09
SYNPR-AS1	ENSG00000241359	15.7487992	-1.952707078	0.603154849	-3.237488816	0.001205867	0.017594774
NA	ENSG00000257489	163.8549016	-1.952136222	0.420262153	-4.645044069	3.40E-06	0.000154629
RSPH1	ENSG00000160188	17887.7694	-1.95202812	0.270147442	-7.225787897	4.98E-13	5.27E-10
DNAH11	ENSG00000105877	2421.092025	-1.951940627	0.328256829	-5.946382391	2.74E-09	4.74E-07
DNAAF4-CCPG1	ENSG00000261771	823.0800711	-1.949460799	0.522740529	-3.729308692	0.000192006	0.004043499
CFAP57	ENSG00000243710	4744.488204	-1.941901994	0.265162099	-7.323452331	2.42E-13	2.92E-10
LRRC43	ENSG00000158113	2886.944075	-1.941649547	0.378833566	-5.125336609	2.97E-07	2.01E-05
C11orf88	ENSG00000183644	5932.755467	-1.94134414	0.281411363	-6.898598968	5.25E-12	3.98E-09
SDR42E2	ENSG00000183921	363.2618817	-1.941251099	0.451573116	-4.298863307	1.72E-05	0.000567419
LINC02166	ENSG00000260259	549.1637993	-1.941198248	0.418153902	-4.64230571	3.45E-06	0.000155954
B4GALNT2	ENSG00000167080	76.74606998	-1.940001069	0.585894697	-3.311177042	0.000929044	0.01433297
NA	ENSG00000246016	212.016823	-1.939090154	0.324805958	-5.96999565	2.37E-09	4.30E-07
NA	ENSG00000279737	79.04805159	-1.938159758	0.470877885	-4.116056028	3.85E-05	0.001111744
C11orf16	ENSG00000176029	4085.102794	-1.936675286	0.292194637	-6.628031584	3.40E-11	1.66E-08
NA	ENSG00000225511	109.2429607	-1.93600339	0.382996819	-5.054881126	4.31E-07	2.70E-05
NA	ENSG00000267275	25.94617661	-1.934540262	0.61077714	-3.167342283	0.001538391	0.021374136
NA	ENSG00000279328	2816.399144	-1.934121228	0.389883128	-4.960771805	7.02E-07	4.12E-05
C5orf49	ENSG00000215217	7969.35926	-1.932971851	0.307958747	-6.276723331	3.46E-10	1.02E-07
LINC01843	ENSG00000251169	47.3450913	-1.930633552	0.453988887	-4.2526009	2.11E-05	0.000678145
NA	ENSG00000259264	426.8419377	-1.929981505	0.434621613	-4.44060177	8.97E-06	0.000339357
NA	ENSG00000260008	45.41205012	-1.927248153	0.485799917	-3.967164437	7.27E-05	0.001876194
NA	ENSG00000279427	18.91872463	-1.927183481	0.561544905	-3.431931205	0.0005993	0.010181609
DRC7	ENSG00000159625	4124.129631	-1.924505903	0.335452851	-5.737038441	9.63E-09	1.23E-06
AGAP12P	ENSG00000265018	856.2058659	-1.922959253	0.351073705	-5.477366227	4.32E-08	4.00E-06
C20orf85	ENSG00000124237	15893.20449	-1.92293672	0.313351443	-6.136677397	8.43E-10	1.93E-07
FBXO15	ENSG00000141665	1659.638795	-1.922803949	0.2987628	-6.435888098	1.23E-10	4.29E-08
LRRC2-AS1	ENSG00000268324	26.59919324	-1.922490222	0.530010629	-3.6272673	0.000286437	0.005624789
APELA	ENSG00000248329	177.6838516	-1.92130577	0.31261659	-6.145885505	7.95E-10	1.85E-07
NA	ENSG00000231057	531.2898267	-1.918818397	0.295450647	-6.494547964	8.33E-11	3.14E-08
FAM181A-AS1	ENSG00000258584	125.9313147	-1.917164706	0.532809717	-3.598216482	0.000320407	0.006182221
NA	ENSG00000187686	24.68498086	-1.914648204	0.624673417	-3.065038711	0.002176418	0.027809467
C1orf194	ENSG00000179902	5338.719774	-1.912109862	0.323344683	-5.913534265	3.35E-09	5.46E-07
LINC00939	ENSG00000249267	179.1260011	-1.911140209	0.378345007	-5.051316054	4.39E-07	2.73E-05
CEACAM5	ENSG00000105388	540.7626744	-1.910414723	0.551029652	-3.466990781	0.00052632	0.009193992
DNAH9	ENSG00000007174	8632.476282	-1.909983061	0.334872818	-5.703607333	1.17E-08	1.46E-06
NA	ENSG00000249610	102.6798664	-1.909978509	0.331776532	-5.756822218	8.57E-09	1.15E-06
RNF224	ENSG00000233198	1076.189879	-1.90817646	0.430788568	-4.429496512	9.45E-06	0.000351308
C4orf47	ENSG00000205129	1658.034103	-1.90762552	0.292338812	-6.5253926	6.78E-11	2.71E-08
C6orf118	ENSG00000112539	3598.258249	-1.907009356	0.291152964	-6.54985383	5.76E-11	2.40E-08
ERICH3	ENSG00000178965	8773.488759	-1.906413614	0.34152282	-5.582097301	2.38E-08	2.53E-06
ZDHHC11	ENSG00000188818	4969.542438	-1.905931835	0.293522278	-6.493312366	8.40E-11	3.14E-08
DNAI1	ENSG00000122735	6396.421271	-1.905194026	0.284223883	-6.703145446	2.04E-11	1.08E-08
BAIAP3	ENSG00000007516	13802.32352	-1.90362229	0.429427407	-4.432931525	9.30E-06	0.000348735
LOC158434	ENSG00000275465	57.34787448	-1.90321466	0.367124234	-5.18411612	2.17E-07	1.51E-05
NA	ENSG00000261141	43.38014901	-1.899739893	0.588876178	-3.226043035	0.001255145	0.018184756
LRRC9	ENSG00000131951	60.17674436	-1.899572982	0.425384421	-4.465544314	7.99E-06	0.000308613
EFCAB12	ENSG00000172771	4739.74332	-1.899196539	0.318786882	-5.95757431	2.56E-09	4.58E-07
CPXCR1	ENSG00000147183	28.43111851	-1.89830564	0.633937749	-2.994466952	0.002749248	0.033108666
CLCNKA	ENSG00000186510	446.7707083	-1.89651303	0.342603951	-5.535584234	3.10E-08	3.07E-06
CFAP299	ENSG00000197826	835.5214553	-1.893395057	0.342275826	-5.531781419	3.17E-08	3.11E-06
NA	ENSG00000232344	26.88055928	-1.892850908	0.544447289	-3.476646768	0.000507726	0.008923335
CYP4F62P	ENSG00000239402	71.60241472	-1.892831108	0.483637508	-3.913739268	9.09E-05	0.002233965
PTH2R	ENSG00000144407	16.0050181	-1.892597355	0.62144655	-3.045470857	0.002323163	0.029281617
CSMD1	ENSG00000183117	932.9128974	-1.890255616	0.329389518	-5.738663538	9.54E-09	1.23E-06
FAM74A4	ENSG00000274583	94.44611349	-1.888602571	0.532628407	-3.545816458	0.000391399	0.007250699
CRISP2	ENSG00000124490	1177.225803	-1.883961898	0.310585042	-6.065848778	1.31E-09	2.68E-07
ARMC4	ENSG00000169126	4151.552295	-1.883892158	0.29386363	-6.410770041	1.45E-10	4.93E-08
NA	ENSG00000268869	72.1899308	-1.883854184	0.538039714	-3.501329242	0.000462944	0.008293229
SRD5A2	ENSG00000277893	2001.168904	-1.8835039	0.326539273	-5.768077704	8.02E-09	1.08E-06
NA	ENSG00000204566	176.1210773	-1.881394104	0.422410478	-4.453947526	8.43E-06	0.000323275
CHST9	ENSG00000154080	6259.940852	-1.880851376	0.407327679	-4.617538828	3.88E-06	0.000171193
NA	ENSG00000232415	1892.596501	-1.879920816	0.269296982	-6.980846218	2.93E-12	2.48E-09
AKAP14	ENSG00000186471	1243.826807	-1.879392486	0.349227805	-5.381566008	7.38E-08	6.20E-06
LRRC71	ENSG00000160838	5012.157996	-1.878876609	0.33788571	-5.560686796	2.69E-08	2.80E-06
MOGAT2	ENSG00000166391	98.09162743	-1.877733217	0.591307006	-3.175563958	0.001495456	0.020868237
DNAAF3	ENSG00000167646	8621.178629	-1.877521481	0.457380545	-4.104943906	4.04E-05	0.00115728
NA	ENSG00000231980	170.1488348	-1.876951319	0.381130863	-4.924689922	8.45E-07	4.76E-05
SLC34A3	ENSG00000198569	563.3817387	-1.875738369	0.470145215	-3.989700014	6.62E-05	0.001732962
DIO1	ENSG00000211452	331.7854084	-1.874471778	0.346792649	-5.40516584	6.47E-08	5.53E-06
CCDC40	ENSG00000141519	11709.06108	-1.873093001	0.309766424	-6.046791564	1.48E-09	2.97E-07
CFAP43	ENSG00000197748	9941.071968	-1.870287051	0.287472771	-6.505962441	7.72E-11	2.96E-08
MOBP	ENSG00000168314	483.8546656	-1.8701657	0.279083759	-6.701091116	2.07E-11	1.08E-08
SYT8	ENSG00000149043	1580.086661	-1.869847599	0.508965648	-3.673818866	0.000238952	0.004843109
DYNLRB2	ENSG00000168589	1986.415862	-1.869756194	0.305499728	-6.12032033	9.34E-10	2.10E-07
NA	ENSG00000205879	33.92207484	-1.86925478	0.502854766	-3.717285602	0.000201375	0.004206949
B3GNT3	ENSG00000179913	526.2388619	-1.869229207	0.517041686	-3.615238886	0.000300071	0.0058526
DYDC2	ENSG00000133665	2874.999907	-1.867901124	0.274064647	-6.815549341	9.39E-12	6.13E-09
FAM166B	ENSG00000215187	6058.564413	-1.866173023	0.287889006	-6.482265671	9.04E-11	3.33E-08
NA	ENSG00000233871	95.38609502	-1.865657251	0.549351279	-3.396109781	0.000683509	0.011231089
NA	ENSG00000248399	86.27401769	-1.864806674	0.45874968	-4.064976509	4.80E-05	0.001323347
WDR66	ENSG00000158023	7803.037989	-1.864046965	0.290798276	-6.410103223	1.45E-10	4.93E-08
ANKRD66	ENSG00000230062	2473.56731	-1.862905729	0.351891105	-5.293983575	1.20E-07	9.11E-06
TFF3	ENSG00000160180	3283.495587	-1.861580985	0.609186473	-3.055847539	0.002244253	0.028461483
FNDC11	ENSG00000125531	967.4119228	-1.861269756	0.388694765	-4.788512535	1.68E-06	8.50E-05
SMIM34A	ENSG00000243627	92.86644921	-1.858945674	0.411849564	-4.513652156	6.37E-06	0.000256918
NA	ENSG00000278961	92.86644921	-1.858945674	0.411849564	-4.513652156	6.37E-06	0.000256918
SLC17A8	ENSG00000179520	256.5240631	-1.858589457	0.387625949	-4.79480143	1.63E-06	8.33E-05
FAM153A	ENSG00000170074	108.2995362	-1.856430036	0.561302576	-3.307360619	0.000941796	0.014503132
NA	ENSG00000236164	109.0818728	-1.856403587	0.398009304	-4.664221584	3.10E-06	0.000142919
NA	ENSG00000205584	70.21541165	-1.856236547	0.477130115	-3.890420013	0.000100071	0.00242291
C7orf57	ENSG00000164746	3102.009881	-1.854919714	0.295486877	-6.277502848	3.44E-10	1.02E-07
NA	ENSG00000249621	242.8200029	-1.854395412	0.478242036	-3.877524919	0.000105525	0.002531533
NA	ENSG00000272934	75.58319542	-1.852439264	0.418587562	-4.425452244	9.62E-06	0.000355657
CCDC114	ENSG00000105479	16973.89743	-1.851958619	0.410211142	-4.514647286	6.34E-06	0.000256432
NA	ENSG00000273104	25.57797084	-1.851856376	0.491810509	-3.765385941	0.000166292	0.003621191
CFAP100	ENSG00000163885	7240.399854	-1.850947471	0.362346444	-5.108225843	3.25E-07	2.17E-05
TNNT3	ENSG00000130595	1530.273241	-1.848710217	0.429393159	-4.305402117	1.67E-05	0.000552182
UBXN10	ENSG00000162543	10239.71153	-1.844184087	0.321605716	-5.734301332	9.79E-09	1.25E-06
PRR29	ENSG00000224383	18078.65949	-1.841781039	0.382975923	-4.809130107	1.52E-06	7.88E-05
MDH1B	ENSG00000138400	3363.04551	-1.841043105	0.311843807	-5.903734708	3.55E-09	5.65E-07
NA	ENSG00000258846	33.6203088	-1.839499029	0.480975565	-3.824516589	0.000131029	0.002998458
TSPAN1	ENSG00000117472	25512.17793	-1.839464821	0.318603488	-5.7735238	7.76E-09	1.05E-06
SPACA9	ENSG00000165698	6828.898711	-1.838658165	0.323659781	-5.680836092	1.34E-08	1.62E-06
C22orf23	ENSG00000128346	1124.283662	-1.837457217	0.251540348	-7.304821014	2.78E-13	3.20E-10
CHST6	ENSG00000183196	3776.475104	-1.837416616	0.516285866	-3.558913261	0.000372392	0.006974909
NA	ENSG00000225415	74.61755804	-1.836870994	0.499254546	-3.679227379	0.000233942	0.004764969
SLC22A4	ENSG00000197208	3761.58279	-1.835242937	0.34349394	-5.342868449	9.15E-08	7.28E-06
ADGB	ENSG00000118492	2176.019858	-1.834552674	0.329853079	-5.56172669	2.67E-08	2.80E-06
NXF2	ENSG00000269405	294.7055659	-1.832930853	0.319958513	-5.728651613	1.01E-08	1.27E-06
NA	ENSG00000278192	35.95988254	-1.832588403	0.444574454	-4.122118095	3.75E-05	0.001088333
NA	ENSG00000237336	54.78057047	-1.831745452	0.533764884	-3.4317459	0.000599709	0.010181609
NA	ENSG00000262304	692.5381067	-1.831391156	0.330976919	-5.533289635	3.14E-08	3.10E-06
CYP2A13	ENSG00000197838	373.3711762	-1.831196808	0.463806921	-3.948187755	7.87E-05	0.001995521
LOC388780	ENSG00000226644	194.5387202	-1.830789959	0.35974236	-5.089169809	3.60E-07	2.33E-05
NA	ENSG00000275826	51.24494332	-1.828834708	0.441039355	-4.146647427	3.37E-05	0.001000254
HHATL-AS1	ENSG00000230970	241.4094504	-1.82829458	0.340284712	-5.37283784	7.75E-08	6.36E-06
SLC26A4	ENSG00000091137	278.718821	-1.82808031	0.599967035	-3.046967921	0.002311624	0.029183202
PIFO	ENSG00000173947	14291.46003	-1.82807084	0.289858378	-6.306772477	2.85E-10	8.82E-08
GP5	ENSG00000178732	112.8267395	-1.825516478	0.456925926	-3.995213169	6.46E-05	0.001705539
TEKT1	ENSG00000167858	10269.33197	-1.825149158	0.29172062	-6.256496903	3.94E-10	1.10E-07
CASC1	ENSG00000118307	2153.981693	-1.824956372	0.320629287	-5.691795625	1.26E-08	1.54E-06
NA	ENSG00000255160	73.88428522	-1.824888101	0.488509705	-3.73562302	0.000187251	0.00396658
TRIM55	ENSG00000147573	192.3249546	-1.824125101	0.439810496	-4.147525163	3.36E-05	0.000999329
CCDC13	ENSG00000244607	1979.933158	-1.821416022	0.32975819	-5.523489876	3.32E-08	3.25E-06
DRC3	ENSG00000171962	11659.03156	-1.820235855	0.312012711	-5.833851596	5.42E-09	7.84E-07
LOC400710	ENSG00000204666	315.9918748	-1.81991193	0.30888062	-5.891958946	3.82E-09	5.96E-07
NA	ENSG00000224769	656.8362707	-1.819546829	0.318209215	-5.718083389	1.08E-08	1.35E-06
TMEM190	ENSG00000160472	10259.12527	-1.818100071	0.31335405	-5.802063419	6.55E-09	9.20E-07
GRM5-AS1	ENSG00000255082	321.0026458	-1.816937814	0.447021147	-4.06454555	4.81E-05	0.001324399
CCDC184	ENSG00000177875	419.4444129	-1.816469763	0.446482892	-4.06839723	4.73E-05	0.001307827
TMEM88B	ENSG00000205116	22.48218805	-1.816462817	0.571441456	-3.178738256	0.001479176	0.020671125
NA	ENSG00000260092	331.2325193	-1.815013458	0.422269986	-4.298229852	1.72E-05	0.000567739
LRRC10B	ENSG00000204950	6249.143213	-1.811735982	0.517708786	-3.499527211	0.000466084	0.008326635
PLEKHS1	ENSG00000148735	5409.074003	-1.808684339	0.622852296	-2.903873599	0.003685769	0.041174205
CCDC74A	ENSG00000163040	6041.822674	-1.807733301	0.314135012	-5.754638076	8.68E-09	1.16E-06
PIH1D3	ENSG00000080572	1187.033955	-1.806302532	0.305942064	-5.904067295	3.55E-09	5.65E-07
NA	ENSG00000263011	87.08591098	-1.80579363	0.43352706	-4.165353905	3.11E-05	0.000934167
CFAP206	ENSG00000272514	2976.917877	-1.804362155	0.318330069	-5.668211497	1.44E-08	1.72E-06
NA	ENSG00000222448	15.30242593	-1.804234203	0.633412725	-2.848433781	0.0043935	0.046931763
LINC01708	ENSG00000224445	26.28367987	-1.802414721	0.527835796	-3.414726201	0.000638462	0.010686899
ZMYND10	ENSG00000004838	19356.06538	-1.800641668	0.296511384	-6.072757281	1.26E-09	2.62E-07
NA	ENSG00000260156	85.0327447	-1.800632806	0.457798544	-3.933242756	8.38E-05	0.002097348
DNAH12	ENSG00000174844	6873.242414	-1.800334805	0.287457007	-6.262970675	3.78E-10	1.10E-07
RSPH14	ENSG00000100218	1091.675807	-1.800242569	0.304484846	-5.912420904	3.37E-09	5.46E-07
MIR205HG	ENSG00000230937	1416.347806	-1.800178999	0.416557439	-4.321562483	1.55E-05	0.000520753
ANKFN1	ENSG00000153930	731.2378469	-1.799893024	0.324539049	-5.545998337	2.92E-08	2.93E-06
NA	ENSG00000279794	165.8339867	-1.799421824	0.508993085	-3.5352579	0.000407377	0.007498452
C16orf71	ENSG00000166246	3154.264528	-1.799024528	0.402394553	-4.470797414	7.79E-06	0.000302754
FHAD1	ENSG00000142621	4741.098108	-1.798100655	0.326610916	-5.505329335	3.68E-08	3.50E-06
CABCOCO1	ENSG00000183346	2429.054438	-1.79806508	0.308338216	-5.831470073	5.49E-09	7.91E-07
C9orf24	ENSG00000164972	12457.93185	-1.797901234	0.303054804	-5.932594395	2.98E-09	5.05E-07
RNF183	ENSG00000165188	229.0554643	-1.797667116	0.506949063	-3.546050768	0.000391051	0.00724892
DCDC1	ENSG00000170959	1104.79807	-1.797520914	0.330445322	-5.439692416	5.34E-08	4.73E-06
DRC1	ENSG00000157856	7543.115866	-1.7968069	0.315835766	-5.689054548	1.28E-08	1.56E-06
MAT1A	ENSG00000151224	798.4002891	-1.796388397	0.331295564	-5.422313467	5.88E-08	5.09E-06
TMEM270	ENSG00000175877	158.3552812	-1.796292506	0.354427146	-5.068157236	4.02E-07	2.56E-05
VWA3A	ENSG00000175267	11323.41078	-1.79362715	0.289881615	-6.187447074	6.11E-10	1.50E-07
